,Faixa do rendimento mensal domiciliar per capita ,Para acessar a Internet utiliza-se microcomputador,Para acessar a Internet utiliza-se telefone celular,Rendimento mensal domiciliar per capita ,Tem telefone movel celular,Total de moradores de 10 anos ou mais
62893,,,,,,
62894,3.0,2.0,2.0,533.0,2.0,2.0
62895,,,,,,
62896,2.0,2.0,2.0,394.0,2.0,4.0
62897,3.0,4.0,2.0,574.0,2.0,2.0
62898,,,,,,
62899,1.0,,,160.0,2.0,2.0
62900,,,,,,
62901,3.0,2.0,2.0,630.0,2.0,5.0
62902,3.0,2.0,2.0,650.0,2.0,4.0
62903,2.0,4.0,2.0,235.0,2.0,3.0
62904,,,,,,
62905,,,,,,
62906,2.0,,,394.0,2.0,2.0
62907,3.0,2.0,2.0,426.0,2.0,2.0
62908,3.0,4.0,2.0,788.0,2.0,1.0
62909,3.0,,,788.0,2.0,1.0
62910,3.0,,,788.0,2.0,2.0
62911,7.0,4.0,2.0,4200.0,2.0,1.0
62912,2.0,4.0,2.0,366.0,2.0,3.0
62913,3.0,,,788.0,2.0,2.0
62914,4.0,2.0,2.0,1044.0,2.0,2.0
62915,3.0,,,788.0,2.0,1.0
62916,4.0,,,900.0,4.0,1.0
62917,3.0,4.0,2.0,500.0,2.0,2.0
62918,3.0,2.0,2.0,497.0,2.0,3.0
62919,4.0,4.0,2.0,916.0,2.0,3.0
62920,6.0,2.0,2.0,2400.0,2.0,2.0
62921,,,,,,
62922,4.0,4.0,2.0,1466.0,2.0,3.0
62923,3.0,4.0,2.0,583.0,2.0,4.0
62924,,,,,,
62925,,,,,,
62926,2.0,,,252.0,2.0,2.0
62927,4.0,4.0,2.0,821.0,2.0,4.0
62928,1.0,4.0,2.0,175.0,2.0,5.0
62929,3.0,2.0,2.0,497.0,2.0,4.0
62930,3.0,2.0,2.0,622.0,2.0,3.0
62931,3.0,2.0,2.0,628.0,2.0,4.0
62932,,,,,,
62933,4.0,2.0,2.0,1197.0,2.0,3.0
62934,4.0,2.0,4.0,1000.0,2.0,2.0
62935,3.0,2.0,2.0,400.0,2.0,5.0
62936,3.0,,,546.0,2.0,5.0
62937,2.0,4.0,2.0,250.0,2.0,3.0
62938,4.0,2.0,2.0,1200.0,2.0,2.0
62939,3.0,2.0,2.0,422.0,2.0,3.0
62940,4.0,,,825.0,2.0,3.0
62941,3.0,,,650.0,2.0,1.0
62942,1.0,,,136.0,2.0,2.0
62943,4.0,4.0,2.0,844.0,2.0,2.0
62944,4.0,4.0,2.0,1400.0,2.0,1.0
62945,3.0,2.0,4.0,463.0,2.0,3.0
62946,,,,,,
62947,1.0,2.0,2.0,156.0,2.0,3.0
62948,,,,,,
62949,,,,,,
62950,3.0,2.0,2.0,522.0,2.0,4.0
62951,3.0,,,788.0,2.0,1.0
62952,2.0,4.0,2.0,311.0,2.0,5.0
62953,3.0,4.0,2.0,429.0,2.0,4.0
62954,4.0,4.0,2.0,1500.0,2.0,1.0
62955,,,,,,
62956,,,,,,
62957,3.0,4.0,2.0,788.0,2.0,2.0
62958,3.0,2.0,2.0,461.0,2.0,5.0
62959,2.0,,,394.0,2.0,2.0
62960,3.0,4.0,2.0,454.0,2.0,4.0
62961,3.0,2.0,2.0,433.0,2.0,2.0
62962,4.0,4.0,2.0,1000.0,2.0,1.0
62963,2.0,4.0,2.0,220.0,2.0,4.0
62964,2.0,,,394.0,2.0,2.0
62965,3.0,2.0,2.0,500.0,2.0,3.0
62966,3.0,,,400.0,2.0,2.0
62967,3.0,4.0,2.0,566.0,2.0,3.0
62968,,,,,,
62969,2.0,,,200.0,2.0,4.0
62970,3.0,2.0,2.0,450.0,2.0,3.0
62971,2.0,,,260.0,2.0,2.0
62972,,,,,,
62973,2.0,4.0,2.0,278.0,2.0,2.0
62974,4.0,2.0,2.0,1015.0,2.0,1.0
62975,,,,,,
62976,3.0,4.0,2.0,603.0,2.0,1.0
62977,,,,,,
62978,,,,,,
62979,,,,,,
62980,4.0,4.0,2.0,1000.0,2.0,2.0
62981,,,,,,
62982,4.0,,,944.0,2.0,2.0
62983,3.0,2.0,2.0,695.0,2.0,3.0
62984,3.0,,,400.0,2.0,2.0
62985,3.0,4.0,2.0,650.0,2.0,2.0
62986,5.0,2.0,4.0,2288.0,2.0,1.0
62987,5.0,2.0,2.0,2350.0,2.0,2.0
62988,5.0,2.0,2.0,1600.0,2.0,2.0
62989,4.0,,,1100.0,2.0,1.0
62990,4.0,2.0,2.0,1300.0,2.0,1.0
62991,4.0,2.0,4.0,1500.0,2.0,2.0
62992,3.0,2.0,2.0,565.0,2.0,3.0
62993,,,,,,
62994,5.0,2.0,2.0,1725.0,2.0,2.0
62995,2.0,,,280.0,2.0,2.0
62996,5.0,2.0,2.0,1625.0,2.0,2.0
62997,3.0,2.0,2.0,700.0,2.0,4.0
62998,2.0,4.0,2.0,345.0,2.0,3.0
62999,6.0,2.0,2.0,3800.0,2.0,1.0
63000,3.0,4.0,2.0,669.0,2.0,2.0
63001,4.0,2.0,2.0,1144.0,2.0,2.0
63002,2.0,2.0,4.0,300.0,2.0,3.0
63003,4.0,2.0,2.0,1416.0,2.0,3.0
63004,,,,,,
63005,2.0,2.0,2.0,394.0,2.0,4.0
63006,3.0,,,788.0,2.0,1.0
63007,5.0,,,1700.0,4.0,1.0
63008,4.0,2.0,2.0,1250.0,2.0,2.0
63009,2.0,4.0,2.0,366.0,2.0,2.0
63010,3.0,2.0,2.0,700.0,2.0,2.0
63011,4.0,,,794.0,2.0,2.0
63012,4.0,2.0,2.0,1350.0,2.0,2.0
63013,2.0,2.0,2.0,312.0,2.0,2.0
63014,4.0,2.0,2.0,1023.0,2.0,2.0
63015,3.0,2.0,2.0,516.0,2.0,3.0
63016,6.0,2.0,4.0,3500.0,2.0,2.0
63017,3.0,4.0,2.0,616.0,2.0,3.0
63018,,,,,,
63019,4.0,2.0,2.0,1150.0,2.0,2.0
63020,2.0,,,373.0,2.0,2.0
63021,3.0,,,788.0,2.0,1.0
63022,1.0,,,150.0,4.0,1.0
63023,,,,,,
63024,2.0,,,262.0,2.0,2.0
63025,4.0,2.0,2.0,868.0,2.0,2.0
63026,3.0,,,744.0,2.0,2.0
63027,2.0,,,250.0,4.0,1.0
63028,4.0,2.0,2.0,944.0,2.0,2.0
63029,3.0,,,788.0,2.0,2.0
63030,3.0,,,422.0,2.0,3.0
63031,5.0,2.0,2.0,2250.0,2.0,2.0
63032,3.0,4.0,2.0,525.0,2.0,3.0
63033,5.0,4.0,2.0,1660.0,2.0,2.0
63034,4.0,2.0,2.0,1168.0,2.0,4.0
63035,4.0,2.0,2.0,847.0,2.0,4.0
63036,3.0,,,788.0,2.0,1.0
63037,3.0,2.0,2.0,709.0,2.0,2.0
63038,6.0,,,3500.0,2.0,2.0
63039,2.0,4.0,2.0,350.0,2.0,2.0
63040,3.0,2.0,2.0,666.0,2.0,2.0
63041,4.0,4.0,2.0,1203.0,2.0,5.0
63042,3.0,,,700.0,2.0,1.0
63043,2.0,4.0,2.0,216.0,2.0,4.0
63044,3.0,,,605.0,2.0,4.0
63045,4.0,2.0,2.0,1000.0,2.0,2.0
63046,,,,,,
63047,,,,,,
63048,99.0,4.0,2.0,999999999999.0,2.0,4.0
63049,,,,,,
63050,4.0,2.0,2.0,1066.0,2.0,2.0
63051,3.0,,,699.0,2.0,3.0
63052,3.0,4.0,2.0,406.0,2.0,3.0
63053,,,,,,
63054,,,,,,
63055,2.0,,,300.0,2.0,2.0
63056,3.0,2.0,2.0,766.0,2.0,3.0
63057,,,,,,
63058,3.0,2.0,2.0,396.0,2.0,3.0
63059,3.0,,,662.0,2.0,3.0
63060,4.0,2.0,2.0,944.0,2.0,2.0
63061,,,,,,
63062,7.0,2.0,2.0,7333.0,2.0,3.0
63063,4.0,2.0,2.0,1500.0,2.0,2.0
63064,6.0,2.0,2.0,3575.0,2.0,2.0
63065,4.0,,,950.0,2.0,2.0
63066,,,,,,
63067,,,,,,
63068,5.0,2.0,2.0,1717.0,2.0,2.0
63069,7.0,2.0,4.0,10800.0,2.0,1.0
63070,7.0,2.0,2.0,8200.0,2.0,5.0
63071,7.0,2.0,2.0,5788.0,2.0,2.0
63072,7.0,2.0,2.0,8750.0,2.0,2.0
63073,7.0,2.0,2.0,9370.0,2.0,2.0
63074,,,,,,
63075,5.0,2.0,2.0,1840.0,2.0,2.0
63076,4.0,2.0,2.0,1000.0,2.0,2.0
63077,,,,,,
63078,7.0,2.0,2.0,8000.0,2.0,2.0
63079,,,,,,
63080,7.0,2.0,2.0,12000.0,2.0,2.0
63081,,,,,,
63082,3.0,2.0,2.0,644.0,2.0,4.0
63083,2.0,4.0,2.0,262.0,2.0,5.0
63084,4.0,,,1062.0,2.0,2.0
63085,3.0,4.0,2.0,431.0,2.0,2.0
63086,,,,,,
63087,99.0,4.0,2.0,999999999999.0,2.0,2.0
63088,4.0,2.0,2.0,884.0,2.0,2.0
63089,6.0,2.0,2.0,2498.0,2.0,3.0
63090,,,,,,
63091,5.0,2.0,2.0,2000.0,2.0,2.0
63092,2.0,,,215.0,2.0,2.0
63093,3.0,,,762.0,2.0,5.0
63094,4.0,,,840.0,2.0,4.0
63095,4.0,,,1222.0,2.0,4.0
63096,,,,,,
63097,2.0,4.0,2.0,255.0,2.0,2.0
63098,5.0,2.0,2.0,2333.0,2.0,3.0
63099,,,,,,
63100,7.0,2.0,2.0,4333.0,2.0,3.0
63101,7.0,2.0,2.0,5766.0,2.0,4.0
63102,4.0,2.0,2.0,1500.0,2.0,2.0
63103,7.0,2.0,2.0,4400.0,2.0,2.0
63104,,,,,,
63105,6.0,2.0,2.0,2425.0,2.0,3.0
63106,,,,,,
63107,,,,,,
63108,7.0,2.0,2.0,6250.0,2.0,2.0
63109,,,,,,
63110,,,,,,
63111,4.0,2.0,2.0,1412.0,2.0,4.0
63112,,,,,,
63113,,,,,,
63114,99.0,2.0,2.0,999999999999.0,2.0,4.0
63115,6.0,,,3250.0,2.0,2.0
63116,7.0,2.0,4.0,20000.0,2.0,2.0
63117,7.0,2.0,2.0,5333.0,2.0,3.0
63118,6.0,2.0,4.0,2488.0,2.0,1.0
63119,6.0,2.0,2.0,2750.0,2.0,2.0
63120,,,,,,
63121,,,,,,
63122,,,,,,
63123,,,,,,
63124,4.0,,,1500.0,2.0,1.0
63125,7.0,2.0,2.0,9000.0,2.0,3.0
63126,7.0,2.0,4.0,6900.0,2.0,2.0
63127,,,,,,
63128,,,,,,
63129,7.0,2.0,2.0,11250.0,2.0,3.0
63130,,,,,,
63131,,,,,,
63132,,,,,,
63133,6.0,2.0,2.0,2550.0,2.0,4.0
63134,7.0,,,6416.0,2.0,1.0
63135,3.0,,,493.0,2.0,2.0
63136,,,,,,
63137,,,,,,
63138,,,,,,
63139,6.0,,,3580.0,2.0,1.0
63140,,,,,,
63141,,,,,,
63142,3.0,2.0,2.0,775.0,2.0,2.0
63143,4.0,,,900.0,2.0,1.0
63144,99.0,2.0,2.0,999999999999.0,2.0,2.0
63145,7.0,2.0,4.0,6240.0,2.0,1.0
63146,4.0,,,1000.0,2.0,1.0
63147,3.0,,,788.0,2.0,2.0
63148,4.0,2.0,2.0,1576.0,2.0,3.0
63149,4.0,2.0,2.0,994.0,2.0,2.0
63150,3.0,,,744.0,2.0,2.0
63151,3.0,,,788.0,4.0,1.0
63152,,,,,,
63153,3.0,,,594.0,2.0,2.0
63154,3.0,2.0,2.0,500.0,2.0,2.0
63155,3.0,,,495.0,2.0,3.0
63156,3.0,4.0,2.0,788.0,2.0,2.0
63157,,,,,,
63158,3.0,2.0,2.0,466.0,2.0,3.0
63159,2.0,,,370.0,2.0,2.0
63160,4.0,2.0,2.0,944.0,2.0,4.0
63161,,,,,,
63162,3.0,2.0,2.0,733.0,2.0,3.0
63163,5.0,2.0,2.0,2300.0,2.0,1.0
63164,4.0,2.0,2.0,925.0,2.0,2.0
63165,,,,,,
63166,3.0,2.0,2.0,550.0,2.0,4.0
63167,3.0,,,529.0,2.0,6.0
63168,,,,,,
63169,3.0,2.0,2.0,611.0,2.0,3.0
63170,4.0,2.0,4.0,1100.0,2.0,2.0
63171,4.0,2.0,2.0,900.0,2.0,2.0
63172,2.0,,,240.0,2.0,5.0
63173,4.0,2.0,2.0,800.0,2.0,1.0
63174,7.0,4.0,2.0,5500.0,2.0,1.0
63175,,,,,,
63176,4.0,2.0,2.0,1433.0,2.0,2.0
63177,7.0,2.0,2.0,4000.0,2.0,1.0
63178,,,,,,
63179,,,,,,
63180,,,,,,
63181,7.0,2.0,2.0,5700.0,2.0,1.0
63182,6.0,2.0,2.0,3333.0,2.0,3.0
63183,,,,,,
63184,4.0,2.0,2.0,844.0,2.0,2.0
63185,,,,,,
63186,3.0,4.0,2.0,520.0,2.0,2.0
63187,4.0,4.0,4.0,1466.0,2.0,3.0
63188,,,,,,
63189,99.0,2.0,2.0,999999999999.0,2.0,2.0
63190,4.0,2.0,2.0,1033.0,2.0,3.0
63191,6.0,2.0,2.0,2614.0,2.0,2.0
63192,,,,,,
63193,7.0,2.0,2.0,7000.0,2.0,2.0
63194,5.0,4.0,2.0,1900.0,2.0,2.0
63195,4.0,2.0,2.0,1500.0,2.0,3.0
63196,,,,,,
63197,7.0,2.0,2.0,5200.0,2.0,1.0
63198,99.0,2.0,2.0,999999999999.0,2.0,3.0
63199,6.0,2.0,2.0,3000.0,2.0,2.0
63200,5.0,2.0,2.0,1875.0,2.0,4.0
63201,99.0,2.0,2.0,999999999999.0,2.0,6.0
63202,5.0,2.0,2.0,2025.0,2.0,2.0
63203,,,,,,
63204,,,,,,
63205,6.0,2.0,2.0,3000.0,2.0,3.0
63206,7.0,2.0,2.0,8333.0,2.0,3.0
63207,7.0,2.0,2.0,15320.0,2.0,2.0
63208,,,,,,
63209,6.0,2.0,2.0,3200.0,2.0,1.0
63210,7.0,2.0,2.0,4500.0,2.0,2.0
63211,7.0,2.0,2.0,13600.0,2.0,5.0
63212,3.0,4.0,2.0,520.0,2.0,2.0
63213,,,,,,
63214,,,,,,
63215,,,,,,
63216,4.0,2.0,2.0,875.0,2.0,4.0
63217,4.0,,,1576.0,2.0,1.0
63218,,,,,,
63219,6.0,2.0,2.0,3850.0,2.0,2.0
63220,,,,,,
63221,,,,,,
63222,99.0,2.0,2.0,999999999999.0,2.0,2.0
63223,5.0,,,1800.0,4.0,1.0
63224,,,,,,
63225,,,,,,
63226,,,,,,
63227,7.0,2.0,2.0,5700.0,2.0,2.0
63228,7.0,2.0,2.0,4500.0,2.0,2.0
63229,4.0,,,900.0,4.0,1.0
63230,,,,,,
63231,7.0,2.0,2.0,11100.0,2.0,2.0
63232,99.0,2.0,2.0,999999999999.0,2.0,1.0
63233,4.0,2.0,2.0,1437.0,2.0,5.0
63234,,,,,,
63235,5.0,2.0,2.0,1900.0,2.0,1.0
63236,7.0,2.0,2.0,11150.0,2.0,2.0
63237,,,,,,
63238,,,,,,
63239,6.0,2.0,2.0,3000.0,2.0,2.0
63240,6.0,2.0,4.0,3100.0,2.0,1.0
63241,6.0,2.0,2.0,2780.0,2.0,5.0
63242,,,,,,
63243,7.0,2.0,2.0,9100.0,2.0,1.0
63244,7.0,2.0,2.0,11596.0,2.0,3.0
63245,,,,,,
63246,,,,,,
63247,,,,,,
63248,7.0,2.0,2.0,13788.0,2.0,4.0
63249,7.0,2.0,2.0,8833.0,2.0,3.0
63250,7.0,2.0,2.0,9000.0,2.0,2.0
63251,3.0,2.0,2.0,700.0,2.0,2.0
63252,3.0,,,651.0,2.0,3.0
63253,3.0,,,684.0,4.0,2.0
63254,,,,,,
63255,4.0,4.0,2.0,800.0,2.0,4.0
63256,4.0,,,850.0,2.0,1.0
63257,,,,,,
63258,4.0,2.0,2.0,1183.0,2.0,5.0
63259,2.0,,,262.0,2.0,2.0
63260,4.0,2.0,2.0,1044.0,2.0,4.0
63261,3.0,2.0,2.0,568.0,2.0,2.0
63262,4.0,,,950.0,2.0,2.0
63263,,,,,,
63264,,,,,,
63265,4.0,2.0,2.0,894.0,2.0,2.0
63266,3.0,4.0,2.0,788.0,2.0,2.0
63267,,,,,,
63268,5.0,,,1988.0,4.0,1.0
63269,6.0,2.0,2.0,2465.0,2.0,2.0
63270,3.0,2.0,4.0,623.0,2.0,4.0
63271,4.0,4.0,2.0,1200.0,2.0,1.0
63272,4.0,,,1288.0,2.0,1.0
63273,3.0,2.0,4.0,669.0,2.0,3.0
63274,1.0,4.0,2.0,120.0,2.0,5.0
63275,3.0,4.0,2.0,571.0,2.0,4.0
63276,6.0,2.0,2.0,2697.0,2.0,2.0
63277,,,,,,
63278,,,,,,
63279,4.0,4.0,2.0,1182.0,2.0,2.0
63280,6.0,2.0,2.0,2366.0,2.0,4.0
63281,5.0,2.0,2.0,1651.0,2.0,3.0
63282,7.0,2.0,2.0,5200.0,2.0,1.0
63283,6.0,2.0,2.0,2833.0,2.0,2.0
63284,,,,,,
63285,6.0,2.0,2.0,3300.0,2.0,2.0
63286,7.0,2.0,2.0,5500.0,2.0,1.0
63287,7.0,,,7250.0,2.0,2.0
63288,4.0,2.0,2.0,1000.0,2.0,4.0
63289,6.0,,,3000.0,2.0,2.0
63290,6.0,2.0,2.0,3000.0,2.0,3.0
63291,,,,,,
63292,5.0,2.0,2.0,2288.0,2.0,1.0
63293,,,,,,
63294,3.0,2.0,4.0,694.0,2.0,4.0
63295,5.0,2.0,2.0,1875.0,2.0,2.0
63296,2.0,,,394.0,2.0,2.0
63297,,,,,,
63298,2.0,,,360.0,2.0,4.0
63299,3.0,,,460.0,2.0,2.0
63300,4.0,2.0,2.0,1225.0,2.0,2.0
63301,3.0,,,788.0,4.0,2.0
63302,2.0,2.0,2.0,334.0,2.0,7.0
63303,3.0,2.0,2.0,447.0,2.0,3.0
63304,4.0,,,1200.0,2.0,1.0
63305,3.0,4.0,2.0,562.0,2.0,2.0
63306,3.0,,,696.0,2.0,3.0
63307,3.0,,,788.0,2.0,1.0
63308,,,,,,
63309,,,,,,
63310,7.0,2.0,2.0,7500.0,2.0,1.0
63311,3.0,,,500.0,2.0,2.0
63312,,,,,,
63313,4.0,,,1200.0,4.0,3.0
63314,,,,,,
63315,,,,,,
63316,2.0,2.0,2.0,255.0,2.0,3.0
63317,,,,,,
63318,4.0,2.0,4.0,950.0,2.0,3.0
63319,,,,,,
63320,2.0,,,300.0,2.0,2.0
63321,2.0,,,233.0,2.0,2.0
63322,,,,,,
63323,3.0,4.0,2.0,766.0,2.0,3.0
63324,1.0,2.0,4.0,197.0,2.0,4.0
63325,3.0,,,596.0,2.0,2.0
63326,3.0,,,646.0,2.0,3.0
63327,3.0,2.0,4.0,591.0,2.0,4.0
63328,,,,,,
63329,,,,,,
63330,3.0,2.0,4.0,498.0,2.0,3.0
63331,5.0,2.0,2.0,2096.0,2.0,3.0
63332,2.0,4.0,2.0,234.0,2.0,4.0
63333,3.0,,,788.0,2.0,1.0
63334,2.0,,,300.0,2.0,2.0
63335,3.0,,,788.0,2.0,2.0
63336,2.0,,,253.0,2.0,3.0
63337,,,,,,
63338,2.0,,,352.0,2.0,5.0
63339,3.0,,,400.0,2.0,2.0
63340,2.0,,,200.0,2.0,4.0
63341,1.0,,,25.0,2.0,2.0
63342,3.0,,,788.0,2.0,2.0
63343,3.0,,,635.0,2.0,2.0
63344,99.0,,,999999999999.0,4.0,3.0
63345,1.0,,,161.0,4.0,3.0
63346,1.0,,,115.0,2.0,2.0
63347,2.0,,,304.0,4.0,3.0
63348,99.0,,,999999999999.0,4.0,2.0
63349,,,,,,
63350,,,,,,
63351,99.0,,,999999999999.0,2.0,1.0
63352,3.0,,,525.0,4.0,3.0
63353,3.0,,,788.0,4.0,1.0
63354,2.0,,,297.0,4.0,5.0
63355,3.0,,,525.0,2.0,3.0
63356,,,,,,
63357,2.0,,,394.0,4.0,2.0
63358,,,,,,
63359,3.0,,,788.0,2.0,1.0
63360,1.0,,,66.0,2.0,2.0
63361,,,,,,
63362,,,,,,
63363,3.0,,,788.0,2.0,3.0
63364,,,,,,
63365,2.0,,,394.0,4.0,2.0
63366,4.0,,,869.0,4.0,2.0
63367,4.0,,,908.0,4.0,1.0
63368,,,,,,
63369,0.0,,,0.0,2.0,3.0
63370,4.0,,,894.0,2.0,2.0
63371,4.0,4.0,2.0,1200.0,2.0,2.0
63372,5.0,2.0,2.0,1900.0,2.0,3.0
63373,1.0,,,194.0,2.0,4.0
63374,2.0,,,338.0,4.0,2.0
63375,2.0,,,204.0,2.0,2.0
63376,2.0,2.0,2.0,333.0,2.0,3.0
63377,2.0,2.0,2.0,345.0,2.0,3.0
63378,,,,,,
63379,3.0,,,540.0,2.0,3.0
63380,3.0,4.0,2.0,662.0,2.0,3.0
63381,3.0,4.0,2.0,638.0,2.0,2.0
63382,3.0,2.0,2.0,500.0,2.0,2.0
63383,4.0,2.0,2.0,1083.0,2.0,3.0
63384,3.0,2.0,2.0,520.0,2.0,4.0
63385,2.0,2.0,2.0,394.0,2.0,5.0
63386,3.0,2.0,2.0,525.0,2.0,3.0
63387,4.0,,,825.0,2.0,4.0
63388,1.0,,,133.0,2.0,3.0
63389,3.0,,,480.0,4.0,1.0
63390,2.0,4.0,2.0,262.0,2.0,2.0
63391,2.0,,,226.0,2.0,2.0
63392,1.0,,,91.0,4.0,2.0
63393,4.0,4.0,2.0,826.0,2.0,2.0
63394,3.0,4.0,2.0,462.0,2.0,4.0
63395,3.0,,,454.0,4.0,2.0
63396,3.0,4.0,2.0,737.0,2.0,3.0
63397,2.0,,,250.0,2.0,3.0
63398,3.0,,,788.0,2.0,1.0
63399,1.0,,,180.0,2.0,4.0
63400,2.0,,,207.0,4.0,4.0
63401,3.0,,,500.0,2.0,1.0
63402,1.0,4.0,2.0,33.0,2.0,3.0
63403,2.0,4.0,2.0,320.0,2.0,2.0
63404,2.0,4.0,2.0,300.0,2.0,3.0
63405,0.0,4.0,2.0,0.0,2.0,1.0
63406,2.0,4.0,2.0,350.0,2.0,2.0
63407,2.0,4.0,2.0,335.0,2.0,4.0
63408,4.0,,,1500.0,2.0,1.0
63409,4.0,4.0,2.0,1144.0,2.0,2.0
63410,2.0,,,350.0,4.0,3.0
63411,3.0,,,700.0,2.0,2.0
63412,3.0,2.0,2.0,592.0,2.0,3.0
63413,2.0,4.0,2.0,387.0,2.0,2.0
63414,3.0,,,771.0,2.0,2.0
63415,2.0,,,361.0,2.0,4.0
63416,3.0,,,511.0,2.0,2.0
63417,4.0,4.0,2.0,1025.0,2.0,2.0
63418,,,,,,
63419,,,,,,
63420,2.0,,,300.0,2.0,1.0
63421,1.0,,,100.0,4.0,2.0
63422,3.0,4.0,2.0,400.0,2.0,1.0
63423,4.0,,,794.0,4.0,2.0
63424,2.0,4.0,2.0,262.0,2.0,2.0
63425,4.0,,,863.0,4.0,2.0
63426,4.0,2.0,4.0,1000.0,2.0,3.0
63427,2.0,,,203.0,2.0,3.0
63428,,,,,,
63429,1.0,,,100.0,4.0,1.0
63430,2.0,2.0,2.0,283.0,2.0,4.0
63431,1.0,,,34.0,2.0,3.0
63432,1.0,,,150.0,2.0,3.0
63433,3.0,,,470.0,2.0,2.0
63434,2.0,,,262.0,2.0,3.0
63435,3.0,,,788.0,4.0,1.0
63436,,,,,,
63437,3.0,,,788.0,2.0,1.0
63438,,,,,,
63439,,,,,,
63440,3.0,,,425.0,2.0,1.0
63441,3.0,,,788.0,4.0,1.0
63442,2.0,4.0,2.0,240.0,2.0,2.0
63443,,,,,,
63444,,,,,,
63445,3.0,,,788.0,2.0,2.0
63446,1.0,,,188.0,4.0,2.0
63447,3.0,2.0,2.0,518.0,2.0,2.0
63448,3.0,,,788.0,2.0,2.0
63449,,,,,,
63450,2.0,,,394.0,2.0,2.0
63451,3.0,,,788.0,4.0,2.0
63452,3.0,,,788.0,4.0,1.0
63453,6.0,2.0,4.0,3000.0,2.0,1.0
63454,3.0,,,605.0,2.0,5.0
63455,3.0,4.0,2.0,400.0,2.0,1.0
63456,3.0,4.0,2.0,466.0,2.0,5.0
63457,,,,,,
63458,2.0,,,394.0,2.0,2.0
63459,,,,,,
63460,3.0,,,788.0,2.0,4.0
63461,3.0,2.0,2.0,788.0,2.0,3.0
63462,4.0,2.0,2.0,1080.0,2.0,3.0
63463,2.0,4.0,2.0,264.0,2.0,2.0
63464,,,,,,
63465,,,,,,
63466,4.0,2.0,2.0,1300.0,2.0,2.0
63467,,,,,,
63468,4.0,,,800.0,2.0,1.0
63469,,,,,,
63470,2.0,4.0,2.0,297.0,2.0,4.0
63471,3.0,2.0,2.0,437.0,2.0,5.0
63472,4.0,2.0,2.0,822.0,2.0,3.0
63473,1.0,2.0,2.0,99.0,2.0,3.0
63474,5.0,2.0,2.0,2000.0,2.0,3.0
63475,4.0,2.0,2.0,908.0,2.0,2.0
63476,,,,,,
63477,3.0,,,788.0,2.0,1.0
63478,2.0,4.0,2.0,366.0,2.0,4.0
63479,3.0,,,497.0,2.0,4.0
63480,2.0,,,232.0,2.0,2.0
63481,1.0,,,133.0,2.0,2.0
63482,,,,,,
63483,,,,,,
63484,2.0,,,234.0,4.0,4.0
63485,1.0,,,132.0,2.0,4.0
63486,4.0,,,1576.0,4.0,1.0
63487,3.0,,,788.0,2.0,2.0
63488,2.0,2.0,2.0,200.0,2.0,3.0
63489,3.0,,,496.0,2.0,3.0
63490,2.0,,,300.0,2.0,2.0
63491,,,,,,
63492,,,,,,
63493,1.0,,,178.0,2.0,4.0
63494,,,,,,
63495,,,,,,
63496,3.0,,,625.0,4.0,3.0
63497,,,,,,
63498,3.0,,,788.0,4.0,2.0
63499,3.0,4.0,2.0,468.0,2.0,5.0
63500,,,,,,
63501,4.0,2.0,2.0,972.0,2.0,4.0
63502,4.0,4.0,2.0,891.0,2.0,4.0
63503,2.0,4.0,2.0,320.0,2.0,3.0
63504,3.0,,,788.0,4.0,1.0
63505,3.0,4.0,2.0,495.0,2.0,1.0
63506,4.0,4.0,2.0,1100.0,2.0,2.0
63507,1.0,2.0,2.0,157.0,2.0,5.0
63508,3.0,4.0,2.0,788.0,2.0,1.0
63509,2.0,2.0,2.0,235.0,2.0,7.0
63510,4.0,4.0,2.0,1200.0,2.0,2.0
63511,,,,,,
63512,6.0,2.0,2.0,2943.0,2.0,2.0
63513,3.0,,,644.0,2.0,2.0
63514,,,,,,
63515,3.0,,,788.0,2.0,3.0
63516,2.0,4.0,2.0,305.0,2.0,4.0
63517,2.0,4.0,2.0,326.0,2.0,4.0
63518,1.0,,,129.0,2.0,2.0
63519,3.0,2.0,2.0,485.0,2.0,4.0
63520,4.0,2.0,2.0,936.0,2.0,2.0
63521,2.0,4.0,2.0,217.0,2.0,4.0
63522,3.0,4.0,2.0,592.0,2.0,6.0
63523,,,,,,
63524,4.0,,,852.0,2.0,3.0
63525,3.0,2.0,2.0,452.0,2.0,1.0
63526,1.0,,,188.0,2.0,3.0
63527,3.0,4.0,2.0,543.0,2.0,4.0
63528,3.0,4.0,2.0,631.0,2.0,4.0
63529,,,,,,
63530,3.0,2.0,2.0,642.0,2.0,5.0
63531,,,,,,
63532,6.0,,,2400.0,2.0,1.0
63533,3.0,,,788.0,4.0,1.0
63534,2.0,,,350.0,2.0,1.0
63535,1.0,,,197.0,2.0,4.0
63536,2.0,4.0,2.0,266.0,2.0,6.0
63537,3.0,4.0,2.0,470.0,2.0,2.0
63538,1.0,4.0,2.0,105.0,2.0,2.0
63539,3.0,,,432.0,2.0,2.0
63540,2.0,,,382.0,2.0,3.0
63541,1.0,2.0,2.0,157.0,2.0,4.0
63542,,,,,,
63543,,,,,,
63544,3.0,,,591.0,2.0,2.0
63545,3.0,2.0,4.0,607.0,2.0,1.0
63546,,,,,,
63547,,,,,,
63548,3.0,4.0,2.0,582.0,2.0,5.0
63549,,,,,,
